FID,survey_id,country,area,ecoregion,realm,location,site_code,site_name,latitude,longitude,survey_date,depth,program,visibility,hour,survey_latitude,survey_longitude,method,block,phylum,class,order,family,species_name,reporting_name,size_class,total,biomass,geom
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-e20,923402235,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2023-05-09,7,RLS,2,13:30:00,48.85,-125.2,2,1,Echinodermata,Holothuroidea,Synallactida,Stichopodidae,Apostichopus californicus,Apostichopus californicus,0,39,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-e1f,923400146,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2021-04-27,4.5,RLS,4,10:30:00,48.85,-125.2,2,1,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ceratostoma foliatum,Ceratostoma foliatum,0,18,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-e1e,923400146,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2021-04-27,4.5,RLS,4,10:30:00,48.85,-125.2,2,2,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus franciscanus,Mesocentrotus franciscanus,0,272,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-e1d,923402235,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2023-05-09,7,RLS,2,13:30:00,48.85,-125.2,2,1,Echinodermata,Asteroidea,Spinulosida,Asterinidae,Patiria miniata,Patiria miniata,0,1,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-e1c,923402235,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2023-05-09,7,RLS,2,13:30:00,48.85,-125.2,2,1,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia spp.,Henricia spp.,0,1,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-e1b,923400146,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2021-04-27,4.5,RLS,4,10:30:00,48.85,-125.2,2,1,Echinodermata,Asteroidea,Spinulosida,Asterinidae,Patiria miniata,Patiria miniata,0,35,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-e1a,923400146,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2021-04-27,4.5,RLS,4,10:30:00,48.85,-125.2,2,1,Mollusca,Gastropoda,,Turbinidae,Pomaulax gibberosus,Pomaulax gibberosus,0,16,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-e19,923400146,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2021-04-27,4.5,RLS,4,10:30:00,48.85,-125.2,2,2,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Evasterias troschelii,Evasterias troschelii,0,1,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-e18,923400146,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2021-04-27,4.5,RLS,4,10:30:00,48.85,-125.2,2,1,Echinodermata,Holothuroidea,Synallactida,Stichopodidae,Apostichopus californicus,Apostichopus californicus,0,10,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-e17,923400146,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2021-04-27,4.5,RLS,4,10:30:00,48.85,-125.2,2,2,Mollusca,Gastropoda,,Acmaeidae,Acmaea mitra,Acmaea mitra,0,11,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-e16,923402235,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2023-05-09,7,RLS,2,13:30:00,48.85,-125.2,2,2,Mollusca,Bivalvia,Ostreoida,Pectinidae,Crassadoma gigantea,Crassadoma gigantea,0,1,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-e15,923400146,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2021-04-27,4.5,RLS,4,10:30:00,48.85,-125.2,2,2,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia leviuscula,Henricia leviuscula,0,1,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-e14,923402235,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2023-05-09,7,RLS,2,13:30:00,48.85,-125.2,2,1,Mollusca,Gastropoda,Nudibranchia,Facelinidae,Hermissenda crassicornis,Hermissenda crassicornis,0,1,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-e13,923402235,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2023-05-09,7,RLS,2,13:30:00,48.85,-125.2,2,2,Mollusca,Gastropoda,Nudibranchia,Polyceridae,Triopha modesta,Triopha modesta,0,1,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-e12,923402235,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2023-05-09,7,RLS,2,13:30:00,48.85,-125.2,2,1,Mollusca,Gastropoda,,Acmaeidae,Acmaea mitra,Acmaea mitra,0,2,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-e11,923402235,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2023-05-09,7,RLS,2,13:30:00,48.85,-125.2,2,2,Echinodermata,Asteroidea,Valvatida,Asteropseidae,Dermasterias imbricata,Dermasterias imbricata,0,6,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-e10,923402235,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2023-05-09,7,RLS,2,13:30:00,48.85,-125.2,2,1,Mollusca,Gastropoda,Nudibranchia,Dironidae,Dirona albolineata,Dirona albolineata,0,1,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-e0f,923400146,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2021-04-27,4.5,RLS,4,10:30:00,48.85,-125.2,2,2,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Orthasterias koehleri,Orthasterias koehleri,0,6,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-e0e,923402235,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2023-05-09,7,RLS,2,13:30:00,48.85,-125.2,2,2,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus franciscanus,Mesocentrotus franciscanus,0,381,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-e0d,923400146,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2021-04-27,4.5,RLS,4,10:30:00,48.85,-125.2,2,2,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster ochraceus,Pisaster ochraceus,0,2,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-e0c,923402235,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2023-05-09,7,RLS,2,13:30:00,48.85,-125.2,2,2,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus purpuratus,Strongylocentrotus purpuratus,0,2,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-e0b,923402235,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2023-05-09,7,RLS,2,13:30:00,48.85,-125.2,2,2,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Evasterias troschelii,Evasterias troschelii,0,1,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-e0a,923402235,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2023-05-09,7,RLS,2,13:30:00,48.85,-125.2,2,1,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Orthasterias koehleri,Orthasterias koehleri,0,9,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-e09,923402235,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2023-05-09,7,RLS,2,13:30:00,48.85,-125.2,2,2,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ceratostoma foliatum,Ceratostoma foliatum,0,22,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-e08,923402235,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2023-05-09,7,RLS,2,13:30:00,48.85,-125.2,2,2,Echinodermata,Holothuroidea,Synallactida,Stichopodidae,Apostichopus californicus,Apostichopus californicus,0,22,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-e07,923402235,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2023-05-09,7,RLS,2,13:30:00,48.85,-125.2,2,1,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Stylasterias forreri,Stylasterias forreri,0,1,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-e06,923402235,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2023-05-09,7,RLS,2,13:30:00,48.85,-125.2,2,2,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster ochraceus,Pisaster ochraceus,0,1,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-e05,923402235,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2023-05-09,7,RLS,2,13:30:00,48.85,-125.2,2,1,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ceratostoma foliatum,Ceratostoma foliatum,0,14,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-e04,923402235,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2023-05-09,7,RLS,2,13:30:00,48.85,-125.2,2,1,Mollusca,Gastropoda,Neogastropoda,Muricidae,Nucella lamellosa,Nucella lamellosa,0,1,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-e03,923400146,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2021-04-27,4.5,RLS,4,10:30:00,48.85,-125.2,2,1,Echinodermata,Asteroidea,Valvatida,Asteropseidae,Dermasterias imbricata,Dermasterias imbricata,0,2,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-e02,923402235,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2023-05-09,7,RLS,2,13:30:00,48.85,-125.2,2,1,Mollusca,Gastropoda,Nudibranchia,Polyceridae,Triopha modesta,Triopha modesta,0,1,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-e01,923402235,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2023-05-09,7,RLS,2,13:30:00,48.85,-125.2,2,1,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Evasterias troschelii,Evasterias troschelii,0,2,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-e00,923400146,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2021-04-27,4.5,RLS,4,10:30:00,48.85,-125.2,2,2,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ceratostoma foliatum,Ceratostoma foliatum,0,14,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-dff,923400146,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2021-04-27,4.5,RLS,4,10:30:00,48.85,-125.2,2,1,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Orthasterias koehleri,Orthasterias koehleri,0,6,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-dfe,923400146,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2021-04-27,4.5,RLS,4,10:30:00,48.85,-125.2,2,1,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus franciscanus,Mesocentrotus franciscanus,0,248,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-dfd,923402235,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2023-05-09,7,RLS,2,13:30:00,48.85,-125.2,2,1,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster ochraceus,Pisaster ochraceus,0,2,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-dfc,923402235,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2023-05-09,7,RLS,2,13:30:00,48.85,-125.2,2,2,Mollusca,Gastropoda,,Turbinidae,Pomaulax gibberosus,Pomaulax gibberosus,0,22,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-dfb,923402235,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2023-05-09,7,RLS,2,13:30:00,48.85,-125.2,2,2,Arthropoda,Malacostraca,Decapoda,,Paguroidea spp.,Decapoda spp.,0,1,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-dfa,923402235,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2023-05-09,7,RLS,2,13:30:00,48.85,-125.2,2,1,Mollusca,Gastropoda,Vetigastropoda,Haliotidae,Haliotis kamtschatkana,Haliotis kamtschatkana,0,22,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-df9,923402235,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2023-05-09,7,RLS,2,13:30:00,48.85,-125.2,2,1,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Mesocentrotus franciscanus,Mesocentrotus franciscanus,0,500,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-df8,923400146,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2021-04-27,4.5,RLS,4,10:30:00,48.85,-125.2,2,2,Echinodermata,Asteroidea,Spinulosida,Asterinidae,Patiria miniata,Patiria miniata,0,36,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-df7,923402235,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2023-05-09,7,RLS,2,13:30:00,48.85,-125.2,2,1,Mollusca,Bivalvia,Ostreoida,Pectinidae,Crassadoma gigantea,Crassadoma gigantea,2.5,1,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-df6,923402235,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2023-05-09,7,RLS,2,13:30:00,48.85,-125.2,2,2,Mollusca,Gastropoda,Vetigastropoda,Haliotidae,Haliotis kamtschatkana,Haliotis kamtschatkana,2.5,1,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-df5,923400146,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2021-04-27,4.5,RLS,4,10:30:00,48.85,-125.2,2,2,Mollusca,Gastropoda,Vetigastropoda,Haliotidae,Haliotis kamtschatkana,Haliotis kamtschatkana,5,2,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-df4,923400146,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2021-04-27,4.5,RLS,4,10:30:00,48.85,-125.2,2,1,Mollusca,Gastropoda,Vetigastropoda,Haliotidae,Haliotis kamtschatkana,Haliotis kamtschatkana,5,3,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-df3,923402235,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2023-05-09,7,RLS,2,13:30:00,48.85,-125.2,2,2,Mollusca,Gastropoda,Vetigastropoda,Haliotidae,Haliotis kamtschatkana,Haliotis kamtschatkana,5,7,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-df2,923402235,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2023-05-09,7,RLS,2,13:30:00,48.85,-125.2,2,2,Mollusca,Gastropoda,Vetigastropoda,Haliotidae,Haliotis kamtschatkana,Haliotis kamtschatkana,7.5,5,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-df1,923402235,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2023-05-09,7,RLS,2,13:30:00,48.85,-125.2,2,2,Echinodermata,Asteroidea,Forcipulatida,Pycnopodiidae,Pycnopodia helianthoides,Pycnopodia helianthoides,7.5,1,,POINT (-125.2 48.85)
ep_m2_inverts_public_data.fid--3819fb10_18a423dbc2d_-df0,923400146,Canada,British Columbia,"Oregon, Washington, Vancouver Coast and Shelf",Temperate Northern Pacific,Vancouver,BMSC2,Kirby,48.85,-125.2,2021-04-27,4.5,RLS,4,10:30:00,48.85,-125.2,2,1,Mollusca,Gastropoda,Vetigastropoda,Haliotidae,Haliotis kamtschatkana,Haliotis kamtschatkana,7.5,5,,POINT (-125.2 48.85)
