ID,Diver,Buddy,Site No.,Site Name,Latitude,Longitude,Date,vis,Direction,Time,P-Qs,Depth,Method,Block,Code,Species,Common name,Total,Inverts,2.5,5,7.5,10,12.5,15,20,25,30,35,40,50,62.5,75,87.5,100,112.5,125,137.5,150,162.5,175,187.5,200,250,300,350,400
25,KDC,CMA,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,7/4/2022,5,90,10:10,KDC,3.4,1,1,Hde,Hexagrammos decagrammus,Kelp greenling,12,0,,,,1,1,5,3,2,,,,,,,,,,,,,,,,,,,,
26,KDC,CMA,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,7/4/2022,5,90,10:10,KDC,3.4,1,1,hexagrammos,Hexagrammos spp.,,2,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
27,KDC,CMA,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,7/4/2022,5,90,10:10,KDC,3.4,1,1,bfr,Brachyistius frenatus,Kelp perch,2,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
28,KDC,CMA,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,7/4/2022,5,90,10:10,KDC,3.4,1,1,rva,Rhacochilus vacca,Pile perch,9,0,,,,,5,4,,,,,,,,,,,,,,,,,,,,,,
29,KDC,CMA,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,7/4/2022,5,90,10:10,KDC,3.4,1,1,cag,Cymatogaster aggregata,Shiner perch,85,0,,,,20,65,,,,,,,,,,,,,,,,,,,,,,,
30,KDC,CMA,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,7/4/2022,5,90,10:10,KDC,3.4,1,1,cag,Hexagrammos stelleri,Whitespotted greenling,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
31,KDC,CMA,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,7/4/2022,5,90,10:10,KDC,3.4,0,1,cpa,Clupea pallasii,Pacific Herring,600,0,200,400,,,,,,,,,,,,,,,,,,,,,,,,,,
32,KDC,CMA,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,7/4/2022,5,90,10:10,KDC,3.4,0,1,oncorhynchus,oncorhynchus,Pacific Salmon,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,KDC,CMA,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,7/4/2022,5,90,10:10,KDC,3.4,2,1,pmi,Patiria miniata,Bat star,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,KDC,CMA,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,7/4/2022,5,90,10:10,KDC,3.4,2,1,oko,Orthasterias koehleri,Rainbow star,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,KDC,CMA,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,7/4/2022,5,90,10:10,KDC,3.4,2,1,Mfra,Mesocentrotus franciscanus,Red sea urchin,190,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,KDC,CMA,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,7/4/2022,5,90,10:10,KDC,3.4,2,1,Hka,Haliotis kamtschatkana,Pinto abalone,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,KDC,CMA,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,7/4/2022,5,90,10:10,KDC,3.4,2,1,aca,Apostichopus californicus,California sea cucumber,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,KDC,CMA,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,7/4/2022,5,90,10:10,KDC,3.4,2,1,rni,Rhinogobiops nicholsii,Blackeye goby,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,KDC,CMA,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,7/4/2022,5,90,10:10,KDC,3.4,2,1,das,Diodora aspera,Rough keyhole limpet,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,KDC,CMA,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,7/4/2022,5,90,10:10,KDC,3.4,2,1,ami,Acmaea mitra,Whitecap limpet,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,KDC,CMA,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,7/4/2022,5,90,10:10,KDC,3.4,2,1,afl,Apodichthys flavidus,Penpoint gunnel,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
42,KDC,CMA,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,7/4/2022,5,90,10:10,KDC,3.4,2,1,pla,Pholis laeta,Crescent gunnel,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
43,KDC,CMA,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,7/4/2022,5,90,10:10,KDC,3.4,2,1,cgi,Crassadoma gigantea,Purple-hinged rock scallop,5,0,,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,
44,KDC,CMA,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,7/4/2022,5,90,10:10,KDC,3.4,2,1,cfo,Ceratostoma foliatum,Leafy hornmouth,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,KDC,CMA,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,7/4/2022,5,90,10:10,KDC,3.4,2,1,pgi,Pomaulax gibberosus,Red turban snail,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,KDC,CMA,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,7/4/2022,5,90,10:10,KDC,3.4,2,1,dim,Dermasterias imbricata,Leather star,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,KDC,CMA,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,7/4/2022,5,90,10:10,KDC,3.4,2,1,lsc,Lottia scutum,Plate limpet,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,KDC,CMA,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,7/4/2022,5,90,10:10,KDC,3.4,2,1,phe,Pycnopodia helianthoides,Sunflower star,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
49,KDC,CMA,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,7/4/2022,5,90,10:10,KDC,3.4,2,1,hle,Henricia leviuscula,Pacific blood star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,KDC,CMA,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,7/4/2022,5,90,10:10,KDC,3.4,2,1,ppr,Pugettia producta,Northern kelp crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,KDC,CMA,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,7/4/2022,5,90,10:10,KDC,3.4,2,1,poc,Pisaster ochraceus,Purple sea star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,KDC,CMA,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,7/4/2022,5,90,10:10,KDC,3.4,2,1,sfo,Stylasterias forreri,Velcro seastar,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,KDC,CMA,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,7/4/2022,5,90,10:10,KDC,3.4,2,1,cpr,Cancer productus,Red rock crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,KDC,CMA,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,7/4/2022,5,90,10:10,KDC,3.4,2,1,etr,Evasterias troschelii,Mottled starfish,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,KDC,CMA,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,7/4/2022,5,90,10:10,KDC,3.4,2,1,cgi,Crassadoma gigantea,Purple-hinged rock scallop,5,0,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
56,KDC,CMA,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,7/4/2022,5,90,10:10,KDC,3.4,2,1,pgi,Pomaulax gibberosus,Red turban snail,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,KDC,CMA,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,7/4/2022,5,90,10:10,KDC,3.4,2,1,pagurus,Pagurus spp.,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,KDC,CMA,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,7/4/2022,5,90,10:10,KDC,3.4,2,1,Jzo,Jordania zonope,Longfin sculpin,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
59,KDC,CMA,KCCA1,Ross Islet Slug Island,48.87039,-125.1599,7/4/2022,5,90,10:10,KDC,2.7,2,1,Lhe,Leptasterias hexactis,Six-rayed star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,CMA,KDC,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,7/5/2022,3.5,90,10:04,KDC,3.1,1,2,rva,Rhacochilus vacca,Pile perch,7,0,,2,,1,2,1,1,,,,,,,,,,,,,,,,,,,,,
61,CMA,KDC,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,7/5/2022,3.5,90,10:04,KDC,3.1,1,2,ela,Embiotoca lateralis,Striped seaperch,7,0,,4,1,1,,1,,,,,,,,,,,,,,,,,,,,,,
62,CMA,KDC,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,7/5/2022,3.5,90,10:04,KDC,3.1,1,2,hde,Hexagrammos decagrammus,Kelp greenling,2,0,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
63,CMA,KDC,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,7/5/2022,3.5,90,10:04,KDC,3.1,1,2,bfr,Brachyistius frenatus,Kelp perch,3,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,
64,CMA,KDC,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,7/5/2022,3.5,90,10:04,KDC,3.1,1,2,opi,Oxylebius pictus,Painted greenling,2,0,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
65,CMA,KDC,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,7/5/2022,3.5,90,10:04,KDC,3.1,1,2,sme,Sebastes melanops,Black rockfish,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
66,CMA,KDC,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,7/5/2022,3.5,90,10:04,KDC,3.1,1,2,sca,Sebastes caurinus,Copper rockfish,3,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
67,CMA,KDC,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,7/5/2022,3.5,90,10:04,KDC,3.1,1,2,afl,Aulorhynchus flavidus,Tube-snout,30,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,CMA,KDC,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,7/5/2022,3.5,90,10:04,KDC,3.1,2,2,mfra,Mesocentrotus franciscanus,Red sea urchin,178,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,CMA,KDC,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,7/5/2022,3.5,90,10:04,KDC,3.1,2,2,pca,Parastichopus californicus,Californian sea cucumber,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,CMA,KDC,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,7/5/2022,3.5,90,10:04,KDC,3.1,2,2,pmi,Patiria miniata,Bat star,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,CMA,KDC,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,7/5/2022,3.5,90,10:04,KDC,3.1,2,2,pagurus,Pagurus spp.,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,CMA,KDC,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,7/5/2022,3.5,90,10:04,KDC,3.1,2,2,cfo,Ceratostoma foliatum,Leafy hornmouth,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,CMA,KDC,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,7/5/2022,3.5,90,10:04,KDC,3.1,2,2,edo,Enteroctopus dofleini,Giant pacific octopus,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,CMA,KDC,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,7/5/2022,3.5,90,10:04,KDC,3.1,2,2,das,Diodora aspera,Rough keyhole limpet,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,CMA,KDC,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,7/5/2022,3.5,90,10:04,KDC,3.1,2,2,spu,Strongylocentrotus purpuratus,Purple sea urchin,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,CMA,KDC,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,7/5/2022,3.5,90,10:04,KDC,3.1,2,2,hka,Haliotis kamtschatkana,Pinto abalone,22,0,,10,8,4,,,,,,,,,,,,,,,,,,,,,,,,
77,CMA,KDC,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,7/5/2022,3.5,90,10:04,KDC,3.1,2,2,arh,Ascelichthys rhodorus,Rosylip sculpin,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
78,CMA,KDC,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,7/5/2022,3.5,90,10:04,KDC,3.1,2,2,rni,Rhinogobiops nicholsii,Blackeye goby,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
79,CMA,KDC,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,7/5/2022,3.5,90,10:04,KDC,3.1,2,2,ami,Acmaea mitra,Whitecap limpet,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,CMA,KDC,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,7/5/2022,3.5,90,10:04,KDC,3.1,2,2,ppr,Pugettia producta,Northern kelp crab,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,CMA,KDC,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,7/5/2022,3.5,90,10:04,KDC,3.1,2,2,dim,Dermasterias imbricata,Leather star,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,CMA,KDC,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,7/5/2022,3.5,90,10:04,KDC,3.1,2,2,etr,Evasterias troschelii,Mottled starfish,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,CMA,KDC,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,7/5/2022,3.5,90,10:04,KDC,3.1,2,2,poc,Pisaster ochraceus,Purple sea star,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,CMA,KDC,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,7/5/2022,3.5,90,10:04,KDC,3.1,2,2,cgi,Crassadoma gigantea,Purple-hinged rock scallop,4,0,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
85,CMA,KDC,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,7/5/2022,3.5,90,10:04,KDC,3.1,2,2,aha,Artedius harringtoni,Scalyhead sculpin,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
86,CMA,KDC,KCCA2,Between Scotts and Bradys,48.83287,-125.1493,7/5/2022,3.5,90,10:04,KDC,3.1,2,2,clu,Cadlina luteomarginata,Yellow-edge cadlina,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,CMA,KDC,KCCA3,Dodger Channel 1,48.83072,-125.19439,7/6/2022,2,0,10:08,KDC,2.2,1,1,rva,Rhacochilus vacca,Pile perch,32,0,,,,30,2,,,,,,,,,,,,,,,,,,,,,,,
88,CMA,KDC,KCCA3,Dodger Channel 1,48.83072,-125.19439,7/6/2022,2,0,10:08,KDC,2.2,1,1,sme,Sebastes melanops,Black rockfish,2,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
89,CMA,KDC,KCCA3,Dodger Channel 1,48.83072,-125.19439,7/6/2022,2,0,10:08,KDC,2.2,1,1,hde,Hexagrammos decagrammus,Kelp greenling,6,0,,1,,2,1,1,1,,,,,,,,,,,,,,,,,,,,,
90,CMA,KDC,KCCA3,Dodger Channel 1,48.83072,-125.19439,7/6/2022,2,0,10:08,KDC,2.2,1,1,cpa,Clupea pallasii,Pacific Herring,400,0,400,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,CMA,KDC,KCCA3,Dodger Channel 1,48.83072,-125.19439,7/6/2022,2,0,10:08,KDC,2.2,1,1,sjuv,Sebastes spp. juv,Rockfish YOY,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,CMA,KDC,KCCA3,Dodger Channel 1,48.83072,-125.19439,7/6/2022,2,0,10:08,KDC,2.2,1,1,afl,Aulorhynchus flavidus,Tube-snout,20,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,CMA,KDC,KCCA3,Dodger Channel 1,48.83072,-125.19439,7/6/2022,2,0,10:08,KDC,2.2,2,1,mfra,Mesocentrotus franciscanus,Red sea urchin,110,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,CMA,KDC,KCCA3,Dodger Channel 1,48.83072,-125.19439,7/6/2022,2,0,10:08,KDC,2.2,2,1,pgi,Pomaulax gibberosus,Red turban snail,92,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,CMA,KDC,KCCA3,Dodger Channel 1,48.83072,-125.19439,7/6/2022,2,0,10:08,KDC,2.2,2,1,aca,Apostichopus californicus,California sea cucumber,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,CMA,KDC,KCCA3,Dodger Channel 1,48.83072,-125.19439,7/6/2022,2,0,10:08,KDC,2.2,2,1,pmi,Patiria miniata,Bat star,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,CMA,KDC,KCCA3,Dodger Channel 1,48.83072,-125.19439,7/6/2022,2,0,10:08,KDC,2.2,2,1,dim,Dermasterias imbricata,Leather star,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,CMA,KDC,KCCA3,Dodger Channel 1,48.83072,-125.19439,7/6/2022,2,0,10:08,KDC,2.2,2,1,cpr,Cancer productus,Red rock crab,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,CMA,KDC,KCCA3,Dodger Channel 1,48.83072,-125.19439,7/6/2022,2,0,10:08,KDC,2.2,2,1,ppr,Pugettia producta,Northern kelp crab,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,CMA,KDC,KCCA3,Dodger Channel 1,48.83072,-125.19439,7/6/2022,2,0,10:08,KDC,2.2,2,1,rni,Rhinogobiops nicholsii,Blackeye goby,2,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
101,CMA,KDC,KCCA3,Dodger Channel 1,48.83072,-125.19439,7/6/2022,2,0,10:08,KDC,2.2,2,1,aha,Artedius harringtoni,Scalyhead sculpin,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
102,CMA,KDC,KCCA3,Dodger Channel 1,48.83072,-125.19439,7/6/2022,2,0,10:08,KDC,2.2,2,1,etr,Evasterias troschelii,Mottled starfish,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,CMA,KDC,KCCA3,Dodger Channel 1,48.83072,-125.19439,7/6/2022,2,0,10:08,KDC,2.2,2,1,hka,Haliotis kamtschatkana,Pinto abalone,2,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
104,CMA,KDC,KCCA3,Dodger Channel 1,48.83072,-125.19439,7/6/2022,2,0,10:08,KDC,2.2,2,1,cfo,Ceratostoma foliatum,Leafy hornmouth,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,CMA,KDC,KCCA3,Dodger Channel 1,48.83072,-125.19439,7/6/2022,2,0,10:08,KDC,2.2,2,1,pri,Pugettia richii,Cryptic kelp crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,CMA,KDC,KCCA4,Flemming 112,48.87868,-125.1434,7/7/2022,2,0,10:05,KDC,2.2,1,1,sca,Sebastes caurinus,Copper rockfish,22,0,,3,9,8,2,,,,,,,,,,,,,,,,,,,,,,,
107,CMA,KDC,KCCA4,Flemming 112,48.87868,-125.1434,7/7/2022,2,0,10:05,KDC,2.2,1,1,hde,Hexagrammos decagrammus,Kelp greenling,14,0,,1,3,3,,4,3,,,,,,,,,,,,,,,,,,,,,
108,CMA,KDC,KCCA4,Flemming 112,48.87868,-125.1434,7/7/2022,2,0,10:05,KDC,2.2,1,1,sme,Sebastes melanops,Black rockfish,6,0,,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,
109,CMA,KDC,KCCA4,Flemming 112,48.87868,-125.1434,7/7/2022,2,0,10:05,KDC,2.2,1,1,rni,Rhinogobiops nicholsii,Blackeye goby,165,0,60,50,45,10,,,,,,,,,,,,,,,,,,,,,,,,
110,CMA,KDC,KCCA4,Flemming 112,48.87868,-125.1434,7/7/2022,2,0,10:05,KDC,2.2,1,1,rva,Rhacochilus vacca,Pile perch,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
111,CMA,KDC,KCCA4,Flemming 112,48.87868,-125.1434,7/7/2022,2,0,10:05,KDC,2.2,1,1,sma,Sebastes maliger,Quillback rockfish,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
112,CMA,KDC,KCCA4,Flemming 112,48.87868,-125.1434,7/7/2022,2,0,10:05,KDC,2.2,2,1,pgi,Pomaulax gibberosus,Red turban snail,126,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
